name,name_ta,type,subtype,ward_no,lon,lat
['7th Cross Street'],,road,['residential'],177.0,80.2112061,12.9788912
['7th Cross Street'],,road,['residential'],175.0,80.2503968,12.9979463
['7th Lane'],,road,['residential'],176.0,80.2595743,12.9991141
['7th Lane'],,road,['living_street'],175.0,80.2516736,12.9990839
['7th Main Road Kasthuribai Nagar' '7th Main Road'],,road,['residential'],175.0,80.249116,13.0030903
['7th Main Road'],,road,['residential'],,80.2561617,13.0240192
['7th Main Road'],,road,['residential'],178.0,80.2181664,12.9735563
['7th Main Road'],,road,['residential'],182.0,80.2589533,12.9758994
['7th Main Road'],,road,['residential'],175.0,80.2505915,13.0024425
['7th Street'],,road,['residential'],177.0,80.2143368,12.9866607
['8th Cross Street'],,road,['residential'],176.0,80.2621093,12.9976568
['8th Cross Street'],,road,['residential'],175.0,80.2505523,12.9974318
['8th Lane'],,road,['residential'],176.0,80.2588168,12.9998383
['8th Main Road Kasthuribai Nagar'],,road,['residential'],175.0,80.2502618,13.0028642
['8th Main Road'],,road,['residential'],178.0,80.2181852,12.9731871
['8th Main Road'],,road,['residential'],175.0,80.249083,13.0025095
['8th Street' '7th Street'],,road,['residential'],182.0,80.2628403,12.9781726
['8th Street'],,road,['residential'],182.0,80.2571085,12.9845884
['9th Cross Street'],,road,['residential'],175.0,80.2517819,12.9972774
['9th Cross Street'],,road,['residential'],176.0,80.260061,12.9978166
['9th Lane'],,road,['residential'],176.0,80.2570235,12.9987834
['9th Main Road'],,road,['residential'],178.0,80.2181858,12.9726714
['9th Street' '11th Street'],,road,['residential'],177.0,80.2141602,12.9856921
['9th Street'],,road,['residential'],171.0,80.229138,13.0194656
['9th Street'],,road,['residential'],177.0,80.2126489,12.9900362
['9th Street'],,road,['residential'],182.0,80.2619276,12.9778225
['A.G.S. Colony 2nd Street'],,road,['residential'],169.0,80.2088469,12.9725533
['A.G.S. Colony 3rd Street' 'A.G.S. Colony 1st Street'],,road,['residential'],169.0,80.2087777,12.9721159
['A.G.S. Colony 3rd Street'],,road,['residential'],169.0,80.209119,12.9728693
['AGS Colony 4th Main Road'],,road,['residential'],177.0,80.2121558,12.9782455
['Aalwar Nagar 1st Street'],,road,['residential'],168.0,80.1906364,12.9769392
['Abdul Razaak 1st Street'],,road,['residential'],142.0,80.2239858,13.0182727
['Abdul Razzak Street'],,road,['residential'],142.0,80.2241596,13.0194654
['Abith Colony Main Road'],,road,['residential'],142.0,80.2199203,13.0190722
['Abraham Bridge' 'Alandur Road'],,road,['secondary'],170.0,80.2167651,13.0168145
['Abraham Street'],,road,['residential'],168.0,80.19224,12.9773442
['Adikesavan Street'],,road,['residential'],142.0,80.218012,13.026301
['Adyar Flyover'],,road,['secondary'],175.0,80.2574199,13.0059882
['Adyar Flyover'],,road,['primary'],176.0,80.2591073,13.0085578
['Aerospace Engineering road'],,road,['living_street'],174.0,80.228828,12.9915678
['Agasthiyar Street'],,road,['residential'],180.0,80.2383434,12.9835604
['Agastya Street'],,road,['residential'],174.0,80.2113535,12.9975445
['Akbar Street'],,road,['residential'],180.0,80.2410702,12.9828399
['Al Mudaliar Street'],,road,['residential'],177.0,80.2129036,12.9939607
['Alandur Road'],,road,['tertiary'],142.0,80.2214246,13.0203382
['Alandur Road'],,road,['secondary'],170.0,80.2154695,13.0160317
['Alex Street'],,road,['residential'],168.0,80.1947672,12.980665
['Ambadi Road'],,road,['residential'],172.0,80.2411869,13.0206753
['Ambal Nagar Main'],,road,['tertiary'],170.0,80.2030144,13.0181219
['Ambedhkar Main Road'],,road,['residential'],179.0,80.2325579,12.9830949
['Ambedkar Street'],,road,['living_street'],180.0,80.2421416,12.9824116
['Ambedkar Street'],,road,['residential'],168.0,80.1917248,12.9799745
['Ambigapathy Street'],,road,['residential'],169.0,80.2084297,12.9700368
['Ambika Cross Street'],,road,['residential'],179.0,80.2309875,12.9849696
['Ambika street'],,road,['tertiary'],179.0,80.2308378,12.9844321
['Amman Koil Street'],,road,['residential'],177.0,80.2116992,12.983839
['Amnbil Dharmalingam Street'],,road,['residential'],174.0,80.2167808,12.993817
['Amnbil Dharmalingam Street'],,road,['residential'],177.0,80.2157133,12.9923306
['Amuda Street'],,road,['residential'],179.0,80.2263595,12.9833181
['Anaga Street'],,road,['living_street'],179.0,80.2304657,12.9783079
['Anand Apartments Road'],,road,['residential'],181.0,80.2566236,12.9910591
['Anbazhagan Street'],,road,['residential'],177.0,80.2153548,12.9941536
['Andal Nagar Extension 1st Street'],,road,['residential'],177.0,80.2111385,12.9795738
['Andal Nagar Extension 2nd Street' 'MGR Nagar 5th Main Road'],,road,['residential'],177.0,80.2132697,12.9801645
['Andal Nagar Extension 2nd Street'],,road,['residential'],177.0,80.2117611,12.9800036
['Andalam avenue'],,road,['residential'],179.0,80.2273695,12.9865424
['Angalamman Koil 1st Street'],,road,['residential'],174.0,80.2115439,12.9971379
['Angalamman Koil 2nd Street'],,road,['residential'],174.0,80.2120845,12.9982141
['Anjaneyar Koil Street'],,road,['residential'],142.0,80.2162394,13.0217389
['Anjaneyar Koil Street'],,road,['residential'],170.0,80.2158837,13.0201181
['Anjugammal Street'],,road,['residential'],180.0,80.2401589,12.9792591
['Anna Avenue'],,road,['residential'],175.0,80.2551285,13.003696
['Anna Colony'],,road,['residential'],181.0,80.2630927,12.9955357
['Anna Nagar 1st Street'],,road,['residential'],179.0,80.2250748,12.9741975
['Anna Nagar 2nd cross'],,road,['residential'],179.0,80.2269619,12.9743122
['Anna Nagar 3rd cross'],,road,['residential'],179.0,80.2266091,12.9742974
['Anna Nagar 4th Main Road'],,road,['residential'],179.0,80.2260006,12.9748515
['Anna Nagar 5th Main Road'],,road,['residential'],179.0,80.2263107,12.9725601
['Anna Nagar 5th cross'],,road,['residential'],179.0,80.226806,12.9749176
['Anna Nagar 6th cross'],,road,['residential'],179.0,80.2264706,12.9742879
['Anna Salai (Mount Road)' 'Guindy Bridge'],,road,['primary'],170.0,80.2132841,13.0094865
['Anna Salai (Mount Road)' 'Mambalam Canal Bridge'],,road,['primary'],171.0,80.2294211,13.025082
['Anna Salai (Mount Road)'],,road,['primary'],170.0,80.2189668,13.0116375
['Anna Salai (Mount Road)'],,road,['primary'],171.0,80.2353917,13.0280247
['Anna Salai (Mount Road)'],,road,['primary'],174.0,80.2213069,13.012113
['Anna Salai (Mount Road)'],,road,['primary'],,80.23986,13.0310314
['Anna Salai'],,road,['residential'],168.0,80.1917248,12.9799745
['Anna Street'],,road,['residential'],181.0,80.262269,12.9881819
['Anna Street'],,road,['residential'],177.0,80.2127729,12.9951323
['Anna Street'],,road,['residential'],180.0,80.2380568,12.981972
['Annai Indhra Gandhi Road' 'Perungudi Station Road'],,road,['tertiary'],179.0,80.2208415,12.9688597
['Annai Indhra Gandhi Road'],,road,['tertiary'],179.0,80.2186844,12.9697168
['Annai Indira Nagar Sapthagiri Street'],,road,['residential'],179.0,80.2288632,12.9780251
['Annai Sathya Nagar 1st Street'],,road,['residential'],173.0,80.2520596,13.0188466
['Annai Therasa Nagar 11th Street'],,road,['residential'],169.0,80.2045615,12.9719319
['Annai Therasa Nagar 13th Street'],,road,['residential'],169.0,80.2040365,12.9714129
['Annai Therasa Nagar 14th Street'],,road,['residential'],169.0,80.2045953,12.97215
['Annai Therasa Nagar 15th Street' 'Annai Therasa Nagar 12th Street'],,road,['residential'],169.0,80.2040577,12.9727387
['Annai Therasa Nagar 15th Street'],,road,['residential'],169.0,80.2046899,12.9727609
['Annai Therasa Nagar 2nd Street'],,road,['residential'],169.0,80.2049809,12.9702515
['Annai Therasa Nagar 7th Street'],,road,['residential'],169.0,80.2064285,12.9705385
['Annai Therasa Nagar Road'],,road,['residential'],169.0,80.2032669,12.9704854
['Annai Theresa street'],,road,['residential'],179.0,80.2268826,12.9784333
['Annai Velankanni Road'],,road,['tertiary'],181.0,80.2703889,12.995433
['Annamalai Street'],,road,['residential'],169.0,80.192517,12.9708996
['Annasalai Street'],,road,['tertiary'],,80.2335047,13.0273665
['Annasalai Street'],,road,['tertiary'],171.0,80.2338887,13.0279356
['Anthoniyar Koli Street'],,road,['residential'],180.0,80.2422161,12.9817997
['Aovaiyaar Street'],,road,['residential'],170.0,80.2060881,13.0190019
['Apper Street'],,road,['residential'],181.0,80.266073,12.9918458
['Arangannai Salai'],,road,['residential'],175.0,80.2484297,13.0050009
['Arangannal Street'],,road,['residential'],180.0,80.2370233,12.9828444
['Arokya Matha Nagar 1st Street'],,road,['residential'],171.0,80.2282305,13.0175211
['Arokya Matha Nagar 2nd Street'],,road,['residential'],171.0,80.227819,13.0178685
['Arul Jothi Street'],,road,['residential'],169.0,80.192517,12.9708996
['Arul Jothi Street'],,road,['residential'],,80.1922025,12.9689916
['Arulayammanpet Main'],,road,['tertiary'],170.0,80.2119549,13.0159857
['Arumugam Road'],,road,['residential'],,80.2145832,12.9630292
['Arumugam Street'],,road,['residential'],169.0,80.1962685,12.9708418
['Arunachalam Road' 'Valliammai Road'],,road,['residential'],172.0,80.2401267,13.0193061
['Arunachalam Road'],,road,['residential'],172.0,80.2410666,13.0231276
['Arunachalapuram Main Road'],,road,['residential'],176.0,80.2594768,13.0086377
['Arundale Beach Road'],,road,['residential'],181.0,80.2673078,12.9923723
['Asaranji Avenue'],,road,['residential'],176.0,80.2619864,12.9968606
['Ashtalakshmi Garden'],,road,['residential'],181.0,80.2695532,12.9938353
['Astalakshmi Nagar 2nd Street'],,road,['residential'],177.0,80.215608,12.9857234
['Avvai Colony'],,road,['residential'],172.0,80.2432911,13.0174747
['Avvai Nagar Main Road'],,road,['residential'],182.0,80.254465,12.9822295
['Avvai Nagar Main Road'],,road,['residential'],,80.2537702,12.9755301
['Avvai Street'],,road,['residential'],179.0,80.2270653,12.9764195
['Avvaiyar Street'],,road,['residential'],180.0,80.2367182,12.9828307
['Avvaiyar Street'],,road,['residential'],177.0,80.2137123,12.9954943
['Ayiram Road'],,road,['residential'],169.0,80.1962069,12.968261
['Ayodhya Colony 1st Street'],,road,['residential'],179.0,80.229516,12.9823524
['Ayodhya Colony 2nd Street'],,road,['residential'],179.0,80.2310798,12.9823897
['Ayodhya Colony'],,road,['residential'],179.0,80.2306495,12.9818544
['B. Ramachandra Adithanar Road'],,road,['residential'],175.0,80.2488098,13.0097576
['B.K. Mesthry Street'],,road,['residential'],142.0,80.2142715,13.0227771
['Baby Nagar 1st Cross Road'],,road,['residential'],179.0,80.2292407,12.9796437
['Baby Nagar 1st Main Road' 'V O C Street'],,road,['residential'],179.0,80.2293637,12.9785246
['Baby Nagar 1st Main Road'],,road,['residential'],179.0,80.2292985,12.9796995
['Baby Nagar 2nd Cross Road' 'Balaji Street'],,road,['residential'],179.0,80.2280957,12.9792117
['Baby Nagar 2nd Main Road'],,road,['residential'],179.0,80.2288175,12.9788466
['Badhala Vinayagar Koil Street'],,road,['residential'],169.0,80.1921689,12.9709411
['Badwari 2nd Street'],,road,['residential'],180.0,80.2402675,12.9822094
['Bajanai Koil 1st Street'],,road,['residential'],180.0,80.2430038,12.9930199
['Bajannai Street'],,road,['residential'],178.0,80.2194002,12.9825196
['Bala Murugan Nagar 1st Street'],,road,['residential'],179.0,80.2242575,12.9747864
['BalaKrishnan Nagar'],,road,['residential'],179.0,80.2284119,12.9743414
['Balahi Colony Main Road'],,road,['residential'],177.0,80.2148605,12.9864337
['Balaji Avenue'],,road,['residential'],174.0,80.2107774,12.997238
['Balaji Nagar 18th Street'],,road,['residential'],169.0,80.2043786,12.976802
['Balaji Nagar 19th Street'],,road,['residential'],,80.2048329,12.9764789
['Balaji Nagar 1st Cross Street'],,road,['residential'],169.0,80.2023466,12.976267
['Balaji Nagar 1st Main'],,road,['residential'],170.0,80.2043032,13.0224614
['Balaji Nagar 1st Street'],,road,['residential'],,80.1904396,12.9750815
['Balaji Nagar 20th Street'],,road,['residential'],169.0,80.2050461,12.9759954
['Balaji Nagar 21st Street' 'Balaji Nagar 22nd Street'],,road,['residential'],169.0,80.2066474,12.975866
['Balaji Nagar 22nd Street'],,road,['residential'],169.0,80.2066676,12.9754022
['Balaji Nagar 23rd Street'],,road,['residential'],169.0,80.2066676,12.9754022
['Balaji Nagar 24th Street'],,road,['residential'],169.0,80.2054594,12.9749736
['Balaji Nagar 25th Street'],,road,['residential'],169.0,80.2065882,12.9744382
['Balaji Nagar 28th Street'],,road,['residential'],169.0,80.2033243,12.9741433
['Balaji Nagar 2nd Cross Street'],,road,['residential'],169.0,80.2036816,12.9758015
['Balaji Nagar 2nd Main'],,road,['residential'],170.0,80.2052115,13.0239619
['Balaji Nagar 2nd Street'],,road,['residential'],,80.1899746,12.9744367
['Balaji Nagar 32nd Street'],,road,['residential'],169.0,80.2058188,12.9735965
['Balaji Nagar 3rd Cross Street'],,road,['residential'],169.0,80.2036162,12.9755056
['Balaji Nagar 3rd Cross Street'],,road,['residential'],170.0,80.2045879,13.0224178
['Balaji Nagar 4th Cross Street'],,road,['residential'],169.0,80.2044357,12.9753236
['Balaji Nagar Main Road'],,road,['residential'],169.0,80.2033243,12.9741433
['Balaji Nagar Main Road'],,road,['tertiary'],,80.2041359,12.9777944
['Balaji Singh Street'],,road,['residential'],142.0,80.2273529,13.0247906
['Balaji St Lane'],,road,['residential'],142.0,80.2258762,13.024468
['Balaji Street' 'Baby Nagar 2nd Cross Road'],,road,['residential'],179.0,80.2280957,12.9792117
['Balakrishna Nagar 1st Main Road' 'Pillaiyar Koil Street'],,road,['residential'],179.0,80.2290174,12.9752067
['Balakrishna Nagar 1st Main Road'],,road,['residential'],179.0,80.2290345,12.9745193
['Balakrishnan Road'],,road,['residential'],182.0,80.2641388,12.9839899
['Balakrishnan Street'],,road,['residential'],142.0,80.2176392,13.0251711
['Balakrishnapuram 2nd Street'],,road,['residential'],,80.2051771,12.9928181
['Balamurugan Nagar 3rd Street'],,road,['residential'],179.0,80.2250748,12.9741975
['Balaraman Street'],,road,['residential'],175.0,80.2553162,13.0025628
['Balu Street'],,road,['residential'],181.0,80.2584239,12.9885127
['Barathidasan Street'],,road,['residential'],174.0,80.2149828,12.994747
['Baratidasan Street'],,road,['residential'],182.0,80.2605549,12.9807699
['Bazaar Main Road'],,road,['secondary'],169.0,80.2138463,12.9639852
['Bazaar Main Road'],,road,['secondary'],,80.2143004,12.9639105
['Bazaar Road Subway' 'Bazaar Road' 'Alandur Road'],,road,['tertiary'],142.0,80.2227731,13.021074
['Bazaar Road' 'Alandur Road' 'Bazaar Road Subway'],,road,['tertiary'],142.0,80.2227731,13.021074
['Bazaar Road'],,road,['tertiary'],142.0,80.2250033,13.0222655
['Bazaar Road'],,road,['secondary'],169.0,80.2073194,12.9652544
['Bazaar Road'],,road,['secondary'],,80.2012837,12.9653423
['Beach Road'],,road,['residential'],181.0,80.261837,12.9937195
['Besant Avenue Road'],,road,['secondary'],176.0,80.2602653,13.0071594
['Besant Nagar 10th Cross Street'],,road,['residential'],176.0,80.2664832,12.9996767
['Besant Nagar 11th Cross Street'],,road,['residential'],176.0,80.2662694,12.9990726
['Besant Nagar 12th Cross Street'],,road,['residential'],176.0,80.2670496,12.9987513
['Besant Nagar 13th Cross Street'],,road,['residential'],176.0,80.2665505,12.998089
['Besant Nagar 14th Cross Street'],,road,['residential'],176.0,80.2674936,12.9972001
['Besant Nagar 15th Cross Street'],,road,['residential'],176.0,80.2672413,12.9961052
['Besant Nagar 16th Cross Street'],,road,['residential'],176.0,80.2685647,12.9962466
['Besant Nagar 17th Cross Street'],,road,['residential'],176.0,80.2688129,12.9983147
['Besant Nagar 18th Cross Street'],,road,['residential'],176.0,80.26933,12.9966427
['Besant Nagar 19th Cross Street'],,road,['residential'],176.0,80.2690364,12.9966744
['Besant Nagar 1st Avenue Service Road'],,road,['tertiary'],176.0,80.265306,13.000529
['Besant Nagar 1st Avenue'],,road,['tertiary'],176.0,80.2638324,13.0005045
['Besant Nagar 1st Main Road'],,road,['tertiary'],181.0,80.26474,12.9960066
['Besant Nagar 1st Main Road'],,road,['tertiary'],176.0,80.2652199,12.9999846
['Besant Nagar 20th Cross Street'],,road,['residential'],176.0,80.2684692,12.9972985
['Besant Nagar 21st Cross Street'],,road,['residential'],176.0,80.2689338,12.9971866
['Besant Nagar 22nd Cross Street'],,road,['residential'],176.0,80.2679428,12.9979015
['Besant Nagar 23rd Cross Street'],,road,['residential'],176.0,80.2688129,12.9983147
['Besant Nagar 24th Cross Street'],,road,['residential'],176.0,80.2689273,12.9994027
['Besant Nagar 25th Cross Street'],,road,['residential'],176.0,80.2701286,12.9992671
['Besant Nagar 26th Cross Street'],,road,['residential'],176.0,80.2707688,12.9996068
['Besant Nagar 27th Cross Street'],,road,['residential'],176.0,80.2708119,12.9999947
['Besant Nagar 28th Cross Street'],,road,['residential'],176.0,80.2708557,13.0003728
['Besant Nagar 2nd Avenue'],,road,['secondary'],176.0,80.267334,12.9982957
['Besant Nagar 2nd Avenue'],,road,['secondary'],181.0,80.2676908,12.995714
['Besant Nagar 2nd Main Road'],,road,['residential'],176.0,80.2674886,12.9977868
['Besant Nagar 32nd Cross Street'],,road,['residential'],176.0,80.2704295,13.0031729
['Besant Nagar 33rd Cross Street'],,road,['residential'],176.0,80.2703726,13.0013579
['Besant Nagar 34th Cross Street'],,road,['residential'],176.0,80.2704178,13.0017594
['Besant Nagar 35th Cross Street'],,road,['residential'],176.0,80.271035,13.0025306
['Besant Nagar 3rd Main Road'],,road,['residential'],176.0,80.2685118,12.9988868
['Besant Nagar 3rd Main Road'],,road,['residential'],,80.2708137,12.9986312
['Besant Nagar 4th Avenue'],,road,['residential'],176.0,80.2675501,13.002266
['Besant Nagar 4th Main Road'],,road,['tertiary'],176.0,80.2691208,13.0010294
['Besant Nagar 6th Avenue'],,road,['residential'],176.0,80.2708119,12.9999947
['Besant Nagar 6th Cross Street'],,road,['residential'],176.0,80.2667073,12.9975523
['Besant Nagar 6th Cross Street'],,road,['residential'],181.0,80.2668576,12.9957684
['Besant Nagar 8th Cross Street'],,road,['residential'],176.0,80.2655791,12.9986449
['Besant Nagar 9th Cross Street'],,road,['residential'],176.0,80.2665505,12.998089
['Bethel Avenue Main Road'],,road,['residential'],179.0,80.222943,12.9718728
['Bhagat Singh Salai Road' 'TVK Koil 3rd Street Ext'],,road,['residential'],182.0,80.2604404,12.9792403
['Bhagat Singh Salai Road'],,road,['residential'],182.0,80.2597605,12.9793631
['Bhagat Singh Street'],,road,['residential'],169.0,80.1941003,12.9719784
['Bhagirathy Street'],,road,['residential'],173.0,80.2593997,13.0209157
['Bharani Street'],,road,['tertiary'],179.0,80.2331205,12.9790054
['Bharani Street'],,road,['tertiary'],180.0,80.2332766,12.9802276
['Bharani Street'],,road,['tertiary'],,80.2330164,12.976653
['Bharathi Avenue 1st Street'],,road,['residential'],172.0,80.2465352,13.0115457
['Bharathi Street'],,road,['residential'],169.0,80.193478,12.9731513
['Bharathi Street'],,road,['residential'],179.0,80.2277059,12.9784282
['Bharathidasan Street'],,road,['residential'],182.0,80.2602798,12.9823984
['Bharathiyar Street'],,road,['residential'],179.0,80.2313893,12.9840816
['Bharathiyar Street'],,road,['residential'],177.0,80.2138282,12.9940913
['Bharathiyar Street'],,road,['residential'],168.0,80.1946445,12.9785533
['Bharathiyar Street'],,road,['residential'],180.0,80.2395878,12.9839476
['Bharathiyar Street'],,road,['residential'],142.0,80.2202792,13.017814
['Bharthiyar Street'],,road,['residential'],180.0,80.2425343,12.9828209
['Bhavani Street'],,road,['residential'],178.0,80.2162154,12.9782038
['Bhavathi Amman Koil Street'],,road,['residential'],177.0,80.213009,12.9870544
['Bhujangarao Street'],,road,['residential'],142.0,80.2211343,13.021457
['Bhuvaneswari Nager 2nd Street' 'Bhuvaneswari Nager 4th Street'],,road,['residential'],,80.2060192,12.9787244
['Bhuvaneswari Nager 3rd Street'],,road,['residential'],,80.2058779,12.9791928
['Bhuvaneswary Nagar 1st Main Road'],,road,['residential'],179.0,80.220318,12.9700973
['Bishop Garden Extension'],,road,['residential'],173.0,80.2580356,13.0220291
['Bishop Garden Street'],,road,['residential'],173.0,80.256225,13.0212463
['Blue Cross Road'],,road,['residential'],174.0,80.2169121,12.9989929
['Blue Cross Street'],,road,['tertiary'],176.0,80.2637794,13.0052627
['Brahmin Lane'],,road,['residential'],142.0,80.2216864,13.020539
['Brahmin Street'],,road,['residential'],178.0,80.2194563,12.9832378
['Brahmin street'],,road,['living_street'],142.0,80.221646,13.0212571
['Brightpathplayschool'],,road,['residential'],169.0,80.2139755,12.9667371
['Brindavan Nagar Main Road'],,road,['tertiary'],177.0,80.2054838,12.9878045
['Brindavan Nagar Main Road'],,road,['tertiary'],,80.2046926,12.9822006
['Brindhavan Nagar Road'],,road,['residential'],169.0,80.2134649,12.9700816
['Broadies Castle Road'],,road,['secondary'],173.0,80.2630723,13.0211929
['Brodie Castle Road'],,road,['primary'],173.0,80.2629344,13.018911
['Buddhar Street'],,road,['residential'],180.0,80.2415159,12.9805345
['Buhuvaneswary Nagar 2nd Main Road'],,road,['residential'],179.0,80.2229406,12.9698015
['Buhuvaneswary Nagar 2nd Street'],,road,['residential'],179.0,80.2201449,12.969789
['CGE Colony'],,road,['residential'],181.0,80.2634405,12.9852282
['CIPET Hostel Road'],,road,['residential'],170.0,80.2061912,13.0155756
['CIT Nagar 1st Main Road'],,road,['secondary'],,80.2308801,13.0292856
['CIT Nagar 3rd Main Road'],,road,['secondary'],171.0,80.2330731,13.0264963
['Canal Bank Road'],,road,['tertiary'],175.0,80.2488098,13.0097576
['Canal Bank Road'],,road,['residential'],173.0,80.2531608,13.0227679
['Canal Road'],,road,['residential'],180.0,80.2531061,12.9867133
['Cart Track Road'],,road,['tertiary'],174.0,80.2099779,12.9975764
['Cart Track Road'],,road,['tertiary'],,80.2074113,12.9983896
['Cauvery Street'],,road,['residential'],181.0,80.2669598,12.9905777
['Cauvery Street'],,road,['residential'],169.0,80.2091876,12.9687276
['Central Avenue'],,road,['residential'],173.0,80.2541737,13.0214254
['Chakrapani Street'],,road,['tertiary'],174.0,80.2118654,13.003795
['Chandran Street'],,road,['residential'],174.0,80.2083664,12.9993363
['Chandru Street' '3rd Main Road'],,road,['residential'],179.0,80.2236019,12.9693575
['Chandru Street'],,road,['residential'],179.0,80.224341,12.9701074
['Charles Todhunter Road'],,road,['residential'],171.0,80.2293787,13.0242789
['Cheenammal Street'],,road,['residential'],170.0,80.2153456,13.0202381
['Chetty Street'],,road,['residential'],142.0,80.2203518,13.0197917
['Chitrakulam Street'],,road,['residential'],182.0,80.2607585,12.9843887
['Chitrarasu Street'],,road,['residential'],168.0,80.1914434,12.9784695
['Chokkalingam Nagar Road'],,road,['residential'],177.0,80.2127891,12.9791936
['Cholamannan Street'],,road,['residential'],180.0,80.242783,12.979918
['Cholan Street'],,road,['residential'],168.0,80.1934203,12.9788608
['Cholapuram Street'],,road,['residential'],181.0,80.2606628,12.9889155
['Church Gate Avenue'],,road,['residential'],179.0,80.2263361,12.9784165
['Church Street'],,road,['residential'],169.0,80.1962171,12.9694499
['City Link Road'],,road,['tertiary'],,80.2078061,13.0004791
['Coastal Road'],,road,['residential'],181.0,80.2688776,12.9902246
['Coronet Gardens'],,road,['residential'],182.0,80.2549308,12.9754511
['Coronet Gardens'],,road,['residential'],,80.2537702,12.9755301
['Corporation Water Works Road'],,road,['tertiary'],170.0,80.2107499,13.0147081
['Cremation Ground Road'],,road,['residential'],170.0,80.2041864,13.0266507
['Crescent Avenue'],,road,['residential'],175.0,80.2516012,13.0096774
['Crescent Avenue'],,road,['residential'],173.0,80.2536933,13.0217302
['Crescent Park 1st Main Road'],,road,['residential'],175.0,80.2545476,13.0101944
['Crescent Street'],,road,['residential'],172.0,80.2452596,13.020481
['Customs Colony 1st cross street'],,road,['residential'],176.0,80.2664056,13.0008212
['DGS Dhinakaran Road'],,road,['primary'],173.0,80.2663646,13.0185831
['DRA Tuxedo Elite Path'],,road,['residential'],169.0,80.2079566,12.9755474
['Damodarapuram 3rd Street'],,road,['residential'],176.0,80.2624572,13.001459
['Damodarapuram Main Road'],,road,['residential'],176.0,80.2629939,13.0011211
['Danapal Street'],,road,['living_street'],170.0,80.2034641,13.0197668
['Dandeeswaram Main Road'],,road,['residential'],178.0,80.2218538,12.9825674
['Dandeeswaram Main Road'],,road,['residential'],179.0,80.2252797,12.9825829
['Darmambal Street'],,road,['residential'],182.0,80.2545284,12.9778355
['David George Street'],,road,['residential'],169.0,80.1975283,12.9674865
['Defence Colony 1st Avenue'],,road,['tertiary'],,80.1993614,13.0232109
['Defence Colony 2nd Avenue'],,road,['residential'],170.0,80.1992338,13.0185405
['Devendra Nagar Main Road'],,road,['residential'],182.0,80.2573987,12.9790224
['Devi Karumariamman Koil Street'],,road,['residential'],180.0,80.2409888,12.9857743
['Devu Naidu Street'],,road,['residential'],142.0,80.2162735,13.0222229
['Dhadiratnam Street'],,road,['residential'],142.0,80.2172909,13.0262858
['Dhana Sekaran Street'],,road,['residential'],142.0,80.2154944,13.0208686
['Dhanalakshmi Avenue' '6th Main Road'],,road,['residential'],175.0,80.2513278,13.0032875
['Dhanalakshmi Avenue'],,road,['residential'],175.0,80.2514272,13.0028552
['Dhandapani Street'],,road,['residential'],179.0,80.2287608,12.9841357
['Dhandayudhapandi 1st Street'],,road,['residential'],172.0,80.2417991,13.0237451
['Dhandayudhapandi 2nd Street'],,road,['residential'],172.0,80.2400773,13.0231288
['Dhandeeshwaram 1 Main Road Extension'],,road,['residential'],179.0,80.2222307,12.9820341
['Dhandeeshwaram 1st Main Road Extension'],,road,['residential'],179.0,80.2222234,12.9825239
['Dhandeeshwaram 1st Main Road'],,road,['residential'],179.0,80.2230064,12.9821689
['Dhandeeshwaram 2st cross street'],,road,['residential'],179.0,80.223181,12.9826935
['Dhandeeshwaram 3rd Main Road'],,road,['residential'],179.0,80.2236553,12.9825453
['Dhandeeshwaram 4th cross street'],,road,['residential'],179.0,80.2241265,12.981374
['Dhandeeshwaram 6th cross street'],,road,['residential'],179.0,80.2247523,12.981854
['Dhandeeshwaram Colony'],,road,['residential'],178.0,80.2218435,12.9879688
['Dhandeeshwaram Nagar 1st Avenue (East)'],,road,['residential'],179.0,80.2253171,12.9817648
['Dhandeeshwaram Nagar 2nd Avenue (East)'],,road,['residential'],179.0,80.2259448,12.9813864
['Dhandeeshwaram Nagar 2nd Cross Street'],,road,['residential'],179.0,80.225603,12.9841625
['Dhandeeshwaram Nagar 3rd Avenue (East)'],,road,['residential'],179.0,80.2253573,12.9809527
['Dhandeeshwaram Nagar 3rd Cross Street'],,road,['residential'],179.0,80.2247435,12.9836858
['Dhandeeshwaram Nagar 3rd Main Road'],,road,['residential'],179.0,80.223748,12.9804221
['Dhandeeshwaram Nagar 4th Cross Street'],,road,['residential'],179.0,80.2236363,12.9832338
['Dhandeeshwaram Nagar 5th Main Road Avenue'],,road,['residential'],179.0,80.2237598,12.984196
['Dhandeeshwaram Nagar 5th Main Road'],,road,['residential'],179.0,80.2242769,12.9832438
['Dhandeeshwaram Nagar 5th Main/Cross'],,road,['residential'],179.0,80.2243613,12.9829317
"['Dhandeeshwaram Nagar 6th Main Road Avenue'
 'Dhandeeswaram Nagar 1st Cross Road']",,road,['residential'],179.0,80.2251399,12.9847682
['Dhandeeshwaram Nagar 6th Main Road'],,road,['residential'],179.0,80.2247435,12.9836858
['Dhandeeshwaram Nagar 7th Main Road'],,road,['residential'],179.0,80.2252746,12.9828566
['Dhandeeshwaram Nagar 9th Cross Avenue'],,road,['residential'],179.0,80.2231107,12.9800888
['Dhandeeswaram Nagar 10th Cross Road'],,road,['residential'],179.0,80.2247155,12.9795375
['Dhandeeswaram Nagar 10th Main Road'],,road,['residential'],179.0,80.2244896,12.9790009
